date,bdi,bci,capesize_tc_avg_usd_day,bpi,panamax_tc_avg_usd_day,bsi,supramax_tc_avg_usd_day,bhsi,handysize_tc_avg_usd_day,source_url
2026-05-22,2991,4954,41428,2223,20004,1567,19801,843,15168,https://www.handybulk.com/baltic-dry-index/2026/may/
2026-05-26,3085,5194,43602,2258,20318,1559,19711,843,15169,https://www.handybulk.com/baltic-dry-index/2026/may/
2026-05-27,3124,5272,44314,2292,20629,1562,19740,844,15194,https://www.handybulk.com/baltic-dry-index/2026/may/
2026-05-28,3226,5517,46538,2331,20978,1569,19835,847,15254,https://www.handybulk.com/baltic-dry-index/2026/may/
2026-05-29,3224,5503,46411,2343,21086,1569,19827,851,15312,https://www.handybulk.com/baltic-dry-index/2026/may/
2026-06-01,3222,5496,46346,2344,21095,1570,19847,853,15353,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-02,3205,5459,49511,2321,20889,1577,19993,854,15368,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-03,3124,5253,47641,2290,20607,1583,20006,855,15390,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-04,3037,5040,45707,2254,20285,1584,20020,862,15505,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-05,2981,4893,44374,2236,20121,1588,20067,864,15546,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-08,2916,4719,42798,2218,19966,1596,20168,865,15565,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-09,2818,4441,40274,2205,19846,1614,20396,868,15629,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-10,2771,4301,39007,2211,19897,1618,20449,875,15744,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-11,2729,4140,37551,2251,20255,1633,20645,890,16022,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-12,2729,4107,37251,2283,20545,1642,20756,900,16195,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-15,2720,4053,36756,2291,20617,1664,21039,905,16289,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-16,2670,3911,35471,2266,20393,1685,21304,910,16385,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-17,2653,3877,35162,2223,20009,1705,21558,917,16502,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-18,2659,3940,35731,2149,19339,1714,21666,927,16668,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-19,2722,4149,37631,2096,18860,1718,21715,934,16804,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-22,2684,4074,36947,2059,18532,1715,21674,936,16839,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-23,2667,4046,36695,2045,18406,1705,21552,941,16931,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-24,2634,3950,35825,2071,18641,1693,21400,941,16946,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-25,2591,3827,34708,2096,18865,1678,21215,943,16974,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-26,2524,3640,33014,2110,18990,1670,21115,945,17014,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-29,2490,3538,32091,2124,19117,1668,21084,947,17044,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-06-30,2501,3548,32181,2154,19383,1667,21076,946,17026,https://www.handybulk.com/baltic-dry-index/2026/june/
2026-07-01,2562,3692,33484,2177,19591,1673,21151,945,17002,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-02,2650,3921,35563,2195,19758,1675,21168,944,16990,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-03,2717,4100,37181,2203,19825,1673,21153,942,16960,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-06,2797,4309,39078,2216,19943,1675,21179,936,16850,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-07,2875,4514,40943,2230,20069,1676,21179,929,17216,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-08,2871,4480,40633,2245,20209,1686,21317,923,16620,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-09,2910,4569,41434,2253,20276,1700,21490,917,16506,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-10,2944,4655,42214,2253,20273,1706,21570,915,16466,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-13,2960,4702,42641,2250,20254,1707,21573,914,16445,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-14,2980,4751,43086,2251,20260,1710,21619,909,16370,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-15,2929,4594,41666,2258,20325,1720,21747,906,16305,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-16,2840,4339,39352,2257,20316,1730,21867,904,16270,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-17,2752,4097,37156,2248,20236,1737,21960,903,16261,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-20,2671,3889,35271,2227,20045,1738,21965,901,16224,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-21,2670,3930,35640,2181,19629,1730,21863,903,16255,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-22,2715,4114,37308,2120,19083,1715,21674,905,16295,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-23,2725,4198,38072,2064,18574,1702,21512,906,16315,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-24,2743,4285,38860,2024,18213,1694,21408,905,16290,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-27,2696,4200,38090,1999,17990,1670,21106,903,16255,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-28,2664,4140,37551,1988,17896,1648,20837,900,16207,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-29,2632,4067,36887,1995,17953,1628,20582,896,16131,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-30,2673,4167,37795,2040,18363,1610,20353,890,16027,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-07-31,2732,4296,38960,2087,18780,1609,20336,887,15969,https://www.handybulk.com/baltic-dry-index/2026/july/
2026-08-03,2843,4564,41395,2135,19212,1610,20347,884,15906,https://www.handybulk.com/baltic-dry-index/
2026-08-04,2936,4778,43334,2187,19686,1613,20390,881,15864,https://www.handybulk.com/baltic-dry-index/
2026-08-05,3063,5094,46201,2236,20128,1612,20381,879,15821,https://www.handybulk.com/baltic-dry-index/
2026-08-06,3057,5052,45816,2275,20473,1608,20326,876,15763,https://www.handybulk.com/baltic-dry-index/
2026-08-07,3089,5128,46512,2298,20684,1603,20258,874,15729,https://www.handybulk.com/baltic-dry-index/
2026-08-10,3083,5105,46300,2306,20755,1603,20267,872,15704,https://www.handybulk.com/baltic-dry-index/
2026-08-11,3046,5001,45359,2312,20813,1600,20231,870,15660,https://www.handybulk.com/baltic-dry-index/
2026-08-12,2939,4712,42740,2302,20716,1603,20268,867,15603,https://www.handybulk.com/baltic-dry-index/
2026-08-13,2844,4469,40528,2262,20361,1613,20392,865,15570,https://www.handybulk.com/baltic-dry-index/
2026-08-14,2863,4538,41155,2228,20055,1622,20508,866,15579,https://www.handybulk.com/baltic-dry-index/
2026-08-17,2878,4590,41625,2206,19853,1628,20572,864,15553,https://www.handybulk.com/baltic-dry-index/
2026-08-18,2815,4452,40375,2155,19391,1631,20614,866,15585,https://www.handybulk.com/baltic-dry-index/
2026-08-19,2776,4376,39684,2107,18964,1634,20651,867,15605,https://www.handybulk.com/baltic-dry-index/
2026-08-20,2791,4429,40170,2088,18790,1637,20698,871,15670,https://www.handybulk.com/baltic-dry-index/
2026-08-21,2841,4552,41288,2103,18928,1640,20728,874,15729,https://www.handybulk.com/baltic-dry-index/
2026-08-24,2882,4643,42105,2131,19178,1641,20741,875,15755,https://www.handybulk.com/baltic-dry-index/
2026-08-25,2926,4735,42945,2166,19496,1643,20765,877,15794,https://www.handybulk.com/baltic-dry-index/
2026-08-26,3056,5033,45651,2246,20213,1644,20784,880,15834,https://www.handybulk.com/baltic-dry-index/
2026-08-27,3107,5138,46601,2292,20632,1645,20789,881,15849,https://www.handybulk.com/baltic-dry-index/
2026-08-28,3186,5336,48399,2315,20834,1647,20819,,15855,https://www.handybulk.com/baltic-dry-index/
2026-09-01,3157,5221,47350,2360,21237,1650,20858,885,15933,https://www.handybulk.com/baltic-dry-index/
2026-09-02,3331,5642,51169,2429,21865,1657,20949,887,15974,https://www.handybulk.com/baltic-dry-index/
