chokepoint_id,iso_year,iso_week,event_count,avg_tone,n_source_articles,retrieved_at
chokepoint5,2025,47,119,-2.6628517749194534,1763,2026-08-29T15:25:37.414711+00:00
chokepoint6,2025,47,1,-2.77777777777778,10,2026-08-29T15:25:37.414711+00:00
chokepoint7,2025,47,136,-6.625326421283622,509,2026-08-29T15:25:37.414711+00:00
chokepoint8,2025,47,8,-2.22206519506045,45,2026-08-29T15:25:37.414711+00:00
chokepoint9,2025,47,2,-5.488769092542681,12,2026-08-29T15:25:37.414711+00:00
chokepoint10,2025,47,15,-4.136951241043933,84,2026-08-29T15:25:37.414711+00:00
chokepoint11,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint12,2025,47,3,-1.3846783580848567,20,2026-08-29T15:25:37.414711+00:00
chokepoint13,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint14,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint15,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint16,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint17,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint18,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint19,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint20,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint21,2025,47,4,-5.178022117494135,20,2026-08-29T15:25:37.414711+00:00
chokepoint22,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint23,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint24,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint25,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint26,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint27,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint28,2025,47,0,,0,2026-08-29T15:25:37.414711+00:00
chokepoint1,2025,48,13,-2.524998203542142,45,2026-08-29T15:26:00.420326+00:00
chokepoint2,2025,48,12,-6.990332916964868,190,2026-08-29T15:26:00.420326+00:00
chokepoint3,2025,48,80,-2.9941310293316077,800,2026-08-29T15:26:00.420326+00:00
chokepoint4,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint5,2025,48,117,-3.9971932987965144,1072,2026-08-29T15:26:00.420326+00:00
chokepoint6,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint7,2025,48,69,-6.070334112156774,281,2026-08-29T15:26:00.420326+00:00
chokepoint8,2025,48,8,-0.18033966827651515,50,2026-08-29T15:26:00.420326+00:00
chokepoint9,2025,48,14,-2.294172094473138,41,2026-08-29T15:26:00.420326+00:00
chokepoint10,2025,48,8,-4.857678687261446,40,2026-08-29T15:26:00.420326+00:00
chokepoint11,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint12,2025,48,1,-1.3668430335097,10,2026-08-29T15:26:00.420326+00:00
chokepoint13,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint14,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint15,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint16,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint17,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint18,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint19,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint20,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint21,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint22,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint23,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint24,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint25,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint26,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint27,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint28,2025,48,0,,0,2026-08-29T15:26:00.420326+00:00
chokepoint1,2025,49,13,-4.019195700807921,41,2026-08-29T15:26:26.086302+00:00
chokepoint2,2025,49,31,-4.326712333816309,134,2026-08-29T15:26:26.086302+00:00
chokepoint3,2025,49,42,-4.772199686060572,183,2026-08-29T15:26:26.086302+00:00
chokepoint4,2025,49,9,-4.336390150677804,20,2026-08-29T15:26:26.086302+00:00
chokepoint5,2025,49,167,-4.056895580913101,1135,2026-08-29T15:26:26.086302+00:00
chokepoint6,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint7,2025,49,44,-5.954761520292735,295,2026-08-29T15:26:26.086302+00:00
chokepoint8,2025,49,5,-0.673137487577342,48,2026-08-29T15:26:26.086302+00:00
chokepoint9,2025,49,7,-4.130014411940764,37,2026-08-29T15:26:26.086302+00:00
chokepoint10,2025,49,11,-2.21614309073102,83,2026-08-29T15:26:26.086302+00:00
chokepoint11,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint12,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint13,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint14,2025,49,1,-10.9375,2,2026-08-29T15:26:26.086302+00:00
chokepoint15,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint16,2025,49,4,-0.58139534883721,11,2026-08-29T15:26:26.086302+00:00
chokepoint17,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint18,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint19,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint20,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint21,2025,49,4,-2.9040249344709053,28,2026-08-29T15:26:26.086302+00:00
chokepoint22,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint23,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint24,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint25,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint26,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint27,2025,49,0,,0,2026-08-29T15:26:26.086302+00:00
chokepoint28,2025,49,1,-5.3921568627451,10,2026-08-29T15:26:26.086302+00:00
chokepoint1,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint2,2025,50,39,-4.0210462867773575,352,2026-08-29T15:26:51.913836+00:00
chokepoint3,2025,50,40,-6.101613852917523,227,2026-08-29T15:26:51.913836+00:00
chokepoint4,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint5,2025,50,171,-4.314170855498273,1240,2026-08-29T15:26:51.913836+00:00
chokepoint6,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint7,2025,50,48,-2.9435180671992103,216,2026-08-29T15:26:51.913836+00:00
chokepoint8,2025,50,11,-1.1789253474397563,37,2026-08-29T15:26:51.913836+00:00
chokepoint9,2025,50,6,0.24111624649253485,51,2026-08-29T15:26:51.913836+00:00
chokepoint10,2025,50,7,-4.097315919311933,38,2026-08-29T15:26:51.913836+00:00
chokepoint11,2025,50,4,-6.12244897959184,20,2026-08-29T15:26:51.913836+00:00
chokepoint12,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint13,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint14,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint15,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint16,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint17,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint18,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint19,2025,50,1,-2.71604938271605,6,2026-08-29T15:26:51.913836+00:00
chokepoint20,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint21,2025,50,2,-1.6245366390267852,12,2026-08-29T15:26:51.913836+00:00
chokepoint22,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint23,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint24,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint25,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint26,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint27,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint28,2025,50,0,,0,2026-08-29T15:26:51.913836+00:00
chokepoint1,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint2,2025,51,22,-4.477368995376463,107,2026-08-29T15:27:19.705152+00:00
chokepoint3,2025,51,49,-3.955950192866972,273,2026-08-29T15:27:19.705152+00:00
chokepoint4,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint5,2025,51,227,-5.056125535432707,1530,2026-08-29T15:27:19.705152+00:00
chokepoint6,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint7,2025,51,43,-6.904998547768977,252,2026-08-29T15:27:19.705152+00:00
chokepoint8,2025,51,3,0.39933753490527996,8,2026-08-29T15:27:19.705152+00:00
chokepoint9,2025,51,14,-7.33598774701098,1258,2026-08-29T15:27:19.705152+00:00
chokepoint10,2025,51,37,-6.860484459302393,5410,2026-08-29T15:27:19.705152+00:00
chokepoint11,2025,51,1,-5.32544378698225,10,2026-08-29T15:27:19.705152+00:00
chokepoint12,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint13,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint14,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint15,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint16,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint17,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint18,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint19,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint20,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint21,2025,51,3,-1.26582278481012,30,2026-08-29T15:27:19.705152+00:00
chokepoint22,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint23,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint24,2025,51,2,-2.30769230769231,4,2026-08-29T15:27:19.705152+00:00
chokepoint25,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint26,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint27,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint28,2025,51,0,,0,2026-08-29T15:27:19.705152+00:00
chokepoint1,2025,52,2,-2.60115606936416,4,2026-08-29T15:27:40.039974+00:00
chokepoint2,2025,52,9,-2.917001537824556,79,2026-08-29T15:27:40.039974+00:00
chokepoint3,2025,52,67,-7.900421871900542,522,2026-08-29T15:27:40.039974+00:00
chokepoint4,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint5,2025,52,255,-5.342271655410195,2602,2026-08-29T15:27:40.039974+00:00
chokepoint6,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint7,2025,52,34,-4.040112538856762,196,2026-08-29T15:27:40.039974+00:00
chokepoint8,2025,52,5,-5.653946336241459,18,2026-08-29T15:27:40.039974+00:00
chokepoint9,2025,52,35,-4.886999549502099,310,2026-08-29T15:27:40.039974+00:00
chokepoint10,2025,52,19,-2.0162201968538076,177,2026-08-29T15:27:40.039974+00:00
chokepoint11,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint12,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint13,2025,52,1,-4.06091370558375,6,2026-08-29T15:27:40.039974+00:00
chokepoint14,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint15,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint16,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint17,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint18,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint19,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint20,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint21,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint22,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint23,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint24,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint25,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint26,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint27,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint28,2025,52,0,,0,2026-08-29T15:27:40.039974+00:00
chokepoint1,2026,1,3,-0.8140262993112,5,2026-08-29T15:27:59.517774+00:00
chokepoint2,2026,1,80,-4.688104961221038,1385,2026-08-29T15:27:59.517774+00:00
chokepoint3,2026,1,125,-8.609891343336695,3500,2026-08-29T15:27:59.517774+00:00
chokepoint4,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint5,2026,1,133,-5.026325884655418,765,2026-08-29T15:27:59.517774+00:00
chokepoint6,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint7,2026,1,35,-3.1145570874880235,166,2026-08-29T15:27:59.517774+00:00
chokepoint8,2026,1,1,-3.28467153284672,4,2026-08-29T15:27:59.517774+00:00
chokepoint9,2026,1,7,-2.2110689701049755,42,2026-08-29T15:27:59.517774+00:00
chokepoint10,2026,1,7,-1.9997774617091228,32,2026-08-29T15:27:59.517774+00:00
chokepoint11,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint12,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint13,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint14,2026,1,1,-3.44497607655502,1,2026-08-29T15:27:59.517774+00:00
chokepoint15,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint16,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint17,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint18,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint19,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint20,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint21,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint22,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint23,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint24,2026,1,3,-3.0884070427426535,14,2026-08-29T15:27:59.517774+00:00
chokepoint25,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint26,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint27,2026,1,0,,0,2026-08-29T15:27:59.517774+00:00
chokepoint28,2026,1,1,-1.89873417721518,10,2026-08-29T15:27:59.517774+00:00
chokepoint1,2026,2,4,-4.801258355437,32,2026-08-29T15:28:22.269494+00:00
chokepoint2,2026,2,106,-5.39466648132344,1411,2026-08-29T15:28:22.269494+00:00
chokepoint3,2026,2,19,-4.1847479460053245,114,2026-08-29T15:28:22.269494+00:00
chokepoint4,2026,2,2,-5.653447140394105,4,2026-08-29T15:28:22.269494+00:00
chokepoint5,2026,2,96,-3.7556028968440778,630,2026-08-29T15:28:22.269494+00:00
chokepoint6,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint7,2026,2,57,-5.094646052776074,330,2026-08-29T15:28:22.269494+00:00
chokepoint8,2026,2,3,-2.5496817205277833,44,2026-08-29T15:28:22.269494+00:00
chokepoint9,2026,2,23,-4.037732127076857,78,2026-08-29T15:28:22.269494+00:00
chokepoint10,2026,2,70,-0.9750677313335799,301,2026-08-29T15:28:22.269494+00:00
chokepoint11,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint12,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint13,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint14,2026,2,1,-3.92390011890607,10,2026-08-29T15:28:22.269494+00:00
chokepoint15,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint16,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint17,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint18,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint19,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint20,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint21,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint22,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint23,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint24,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint25,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint26,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint27,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint28,2026,2,0,,0,2026-08-29T15:28:22.269494+00:00
chokepoint1,2026,3,5,-5.8457492632104495,17,2026-08-29T15:28:47.019663+00:00
chokepoint2,2026,3,33,-5.169738004087869,218,2026-08-29T15:28:47.019663+00:00
chokepoint3,2026,3,30,-5.489926314278788,124,2026-08-29T15:28:47.019663+00:00
chokepoint4,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint5,2026,3,121,-4.171298746733434,673,2026-08-29T15:28:47.019663+00:00
chokepoint6,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint7,2026,3,87,-6.2804261709463045,571,2026-08-29T15:28:47.019663+00:00
chokepoint8,2026,3,8,-2.535217813852167,35,2026-08-29T15:28:47.019663+00:00
chokepoint9,2026,3,4,-5.91074699273869,19,2026-08-29T15:28:47.019663+00:00
chokepoint10,2026,3,76,-0.9312903156584509,661,2026-08-29T15:28:47.019663+00:00
chokepoint11,2026,3,3,-1.13074204946997,10,2026-08-29T15:28:47.019663+00:00
chokepoint12,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint13,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint14,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint15,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint16,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint17,2026,3,2,-7.22891566265057,3,2026-08-29T15:28:47.019663+00:00
chokepoint18,2026,3,2,-1.42095914742451,9,2026-08-29T15:28:47.019663+00:00
chokepoint19,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint20,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint21,2026,3,1,-1.45833333333334,3,2026-08-29T15:28:47.019663+00:00
chokepoint22,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint23,2026,3,3,-3.54978354978355,6,2026-08-29T15:28:47.019663+00:00
chokepoint24,2026,3,1,-3.82695507487521,1,2026-08-29T15:28:47.019663+00:00
chokepoint25,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint26,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint27,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint28,2026,3,0,,0,2026-08-29T15:28:47.019663+00:00
chokepoint1,2026,4,4,-4.42054958183991,8,2026-08-29T15:29:12.596924+00:00
chokepoint2,2026,4,10,-5.250692865682096,68,2026-08-29T15:29:12.596924+00:00
chokepoint3,2026,4,34,-4.977157243267051,200,2026-08-29T15:29:12.596924+00:00
chokepoint4,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint5,2026,4,79,-4.490703657177373,621,2026-08-29T15:29:12.596924+00:00
chokepoint6,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint7,2026,4,76,-5.7706011134146245,410,2026-08-29T15:29:12.596924+00:00
chokepoint8,2026,4,8,-2.759259045992946,63,2026-08-29T15:29:12.596924+00:00
chokepoint9,2026,4,6,-4.88887240417228,26,2026-08-29T15:29:12.596924+00:00
chokepoint10,2026,4,37,-1.9305656898122023,345,2026-08-29T15:29:12.596924+00:00
chokepoint11,2026,4,7,-6.867777891399934,30,2026-08-29T15:29:12.596924+00:00
chokepoint12,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint13,2026,4,1,-3.84615384615385,20,2026-08-29T15:29:12.596924+00:00
chokepoint14,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint15,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint16,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint17,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint18,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint19,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint20,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint21,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint22,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint23,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint24,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint25,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint26,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint27,2026,4,1,-9.23306031273269,2,2026-08-29T15:29:12.596924+00:00
chokepoint28,2026,4,0,,0,2026-08-29T15:29:12.596924+00:00
chokepoint1,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint2,2026,5,13,-5.846566837332001,80,2026-08-29T15:29:38.045101+00:00
chokepoint3,2026,5,47,-4.770766948885757,367,2026-08-29T15:29:38.045101+00:00
chokepoint4,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint5,2026,5,92,-3.9956773688032015,639,2026-08-29T15:29:38.045101+00:00
chokepoint6,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint7,2026,5,24,-4.852106156686792,110,2026-08-29T15:29:38.045101+00:00
chokepoint8,2026,5,8,-2.841170424943019,75,2026-08-29T15:29:38.045101+00:00
chokepoint9,2026,5,6,-5.88100917688232,26,2026-08-29T15:29:38.045101+00:00
chokepoint10,2026,5,94,-3.394211803767556,399,2026-08-29T15:29:38.045101+00:00
chokepoint11,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint12,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint13,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint14,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint15,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint16,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint17,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint18,2026,5,1,-3.82775119617225,10,2026-08-29T15:29:38.045101+00:00
chokepoint19,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint20,2026,5,1,-0.49627791563276,3,2026-08-29T15:29:38.045101+00:00
chokepoint21,2026,5,2,-1.97718631178708,9,2026-08-29T15:29:38.045101+00:00
chokepoint22,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint23,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint24,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint25,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint26,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint27,2026,5,1,-7.89473684210526,8,2026-08-29T15:29:38.045101+00:00
chokepoint28,2026,5,0,,0,2026-08-29T15:29:38.045101+00:00
chokepoint1,2026,6,8,-5.822660633758594,52,2026-08-29T15:30:03.813740+00:00
chokepoint2,2026,6,12,-5.619282197946156,82,2026-08-29T15:30:03.813740+00:00
chokepoint3,2026,6,28,-3.8304220007462173,160,2026-08-29T15:30:03.813740+00:00
chokepoint4,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint5,2026,6,197,-5.009362000366337,1283,2026-08-29T15:30:03.813740+00:00
chokepoint6,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint7,2026,6,67,-3.829058820305957,377,2026-08-29T15:30:03.813740+00:00
chokepoint8,2026,6,2,-3.9573299665826447,15,2026-08-29T15:30:03.813740+00:00
chokepoint9,2026,6,11,-2.602764772628176,25,2026-08-29T15:30:03.813740+00:00
chokepoint10,2026,6,40,-3.9915076743462947,181,2026-08-29T15:30:03.813740+00:00
chokepoint11,2026,6,2,2.552104757987115,20,2026-08-29T15:30:03.813740+00:00
chokepoint12,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint13,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint14,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint15,2026,6,3,1.9503546099290798,7,2026-08-29T15:30:03.813740+00:00
chokepoint16,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint17,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint18,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint19,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint20,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint21,2026,6,3,-0.07079740232087699,18,2026-08-29T15:30:03.813740+00:00
chokepoint22,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint23,2026,6,1,-0.24875621890547,10,2026-08-29T15:30:03.813740+00:00
chokepoint24,2026,6,5,-1.566885051297124,6,2026-08-29T15:30:03.813740+00:00
chokepoint25,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint26,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint27,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint28,2026,6,0,,0,2026-08-29T15:30:03.813740+00:00
chokepoint1,2026,7,12,-5.017261465554272,545,2026-08-29T15:30:29.581992+00:00
chokepoint2,2026,7,23,-5.377886787309127,84,2026-08-29T15:30:29.581992+00:00
chokepoint3,2026,7,41,-4.862712278225485,335,2026-08-29T15:30:29.581992+00:00
chokepoint4,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint5,2026,7,122,-4.486652819968842,748,2026-08-29T15:30:29.581992+00:00
chokepoint6,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint7,2026,7,54,-3.8531307275934856,295,2026-08-29T15:30:29.581992+00:00
chokepoint8,2026,7,4,-1.17647058823529,70,2026-08-29T15:30:29.581992+00:00
chokepoint9,2026,7,9,-6.57267623536028,1092,2026-08-29T15:30:29.581992+00:00
chokepoint10,2026,7,12,-2.249544867683141,62,2026-08-29T15:30:29.581992+00:00
chokepoint11,2026,7,3,-1.61290322580645,8,2026-08-29T15:30:29.581992+00:00
chokepoint12,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint13,2026,7,0,,0,2026-08-29T15:30:29.581992+00:00
chokepoint14,2026,7,1,-5.11115728236028,2,2026-08-29T15:30:29.581992+00:00
